评论,日期,评分,城市,昵称
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
完全看不懂主线剧情，有点无厘头的黑色幽默,2018-07-21,1.5,贵阳,齐的隆冬强
跟不上21世纪电影的节奏了，回家，睡觉,2018-07-21,3.0,成都,ADC蛮王
说实话，笑点有点低,2018-07-21,2.5,廊坊,wVW460042600
懒得长篇大论 好看 18禁,2018-07-21,4.5,西安,好吃还是饺子
还可以，就是结局感觉不太完美😂,2018-07-21,4.0,苏州,WST1759007364
还行吧！！！！,2018-07-21,4.5,兰州,udE830063077
不错！挺好看！,2018-07-21,5.0,阜宁,Krz192990611
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
完全看不懂主线剧情，有点无厘头的黑色幽默,2018-07-21,1.5,贵阳,齐的隆冬强
跟不上21世纪电影的节奏了，回家，睡觉,2018-07-21,3.0,成都,ADC蛮王
说实话，笑点有点低,2018-07-21,2.5,廊坊,wVW460042600
懒得长篇大论 好看 18禁,2018-07-21,4.5,西安,好吃还是饺子
还可以，就是结局感觉不太完美😂,2018-07-21,4.0,苏州,WST1759007364
还行吧！！！！,2018-07-21,4.5,兰州,udE830063077
不错！挺好看！,2018-07-21,5.0,阜宁,Krz192990611
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
跟不上21世纪电影的节奏了，回家，睡觉,2018-07-21,3.0,成都,ADC蛮王
说实话，笑点有点低,2018-07-21,2.5,廊坊,wVW460042600
懒得长篇大论 好看 18禁,2018-07-21,4.5,西安,好吃还是饺子
还可以，就是结局感觉不太完美😂,2018-07-21,4.0,苏州,WST1759007364
还行吧！！！！,2018-07-21,4.5,兰州,udE830063077
不错！挺好看！,2018-07-21,5.0,阜宁,Krz192990611
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
一般般 啊哈哈 哈哈,2018-07-21,4.0,深圳,leeguanjun530
跟不上21世纪电影的节奏了，回家，睡觉,2018-07-21,3.0,成都,ADC蛮王
说实话，笑点有点低,2018-07-21,2.5,廊坊,wVW460042600
懒得长篇大论 好看 18禁,2018-07-21,4.5,西安,好吃还是饺子
还可以，就是结局感觉不太完美😂,2018-07-21,4.0,苏州,WST1759007364
还行吧！！！！,2018-07-21,4.5,兰州,udE830063077
不错！挺好看！,2018-07-21,5.0,阜宁,Krz192990611
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
一般般 啊哈哈 哈哈,2018-07-21,4.0,深圳,leeguanjun530
说实话，笑点有点低,2018-07-21,2.5,廊坊,wVW460042600
懒得长篇大论 好看 18禁,2018-07-21,4.5,西安,好吃还是饺子
还可以，就是结局感觉不太完美😂,2018-07-21,4.0,苏州,WST1759007364
还行吧！！！！,2018-07-21,4.5,兰州,udE830063077
不错！挺好看！,2018-07-21,5.0,阜宁,Krz192990611
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
一般般 啊哈哈 哈哈,2018-07-21,4.0,深圳,leeguanjun530
剧情扑朔迷离 姜文导演的特点发挥的淋漓尽致 故事没有结局,2018-07-21,5.0,南通,TUAN想NI爱
懒得长篇大论 好看 18禁,2018-07-21,4.5,西安,好吃还是饺子
还可以，就是结局感觉不太完美😂,2018-07-21,4.0,苏州,WST1759007364
还行吧！！！！,2018-07-21,4.5,兰州,udE830063077
不错！挺好看！,2018-07-21,5.0,阜宁,Krz192990611
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
一般般 啊哈哈 哈哈,2018-07-21,4.0,深圳,leeguanjun530
剧情扑朔迷离 姜文导演的特点发挥的淋漓尽致 故事没有结局,2018-07-21,5.0,南通,TUAN想NI爱
还行，肖斯塔科维奇很棒。,2018-07-21,4.5,亳州,jewel3223
还可以，就是结局感觉不太完美😂,2018-07-21,4.0,苏州,WST1759007364
还行吧！！！！,2018-07-21,4.5,兰州,udE830063077
不错！挺好看！,2018-07-21,5.0,阜宁,Krz192990611
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
一般般 啊哈哈 哈哈,2018-07-21,4.0,深圳,leeguanjun530
剧情扑朔迷离 姜文导演的特点发挥的淋漓尽致 故事没有结局,2018-07-21,5.0,南通,TUAN想NI爱
还行，肖斯塔科维奇很棒。,2018-07-21,4.5,亳州,jewel3223
嗯 很姜文 不大众,2018-07-21,3.0,北京,汇琰
还行吧！！！！,2018-07-21,4.5,兰州,udE830063077
不错！挺好看！,2018-07-21,5.0,阜宁,Krz192990611
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
一般般 啊哈哈 哈哈,2018-07-21,4.0,深圳,leeguanjun530
剧情扑朔迷离 姜文导演的特点发挥的淋漓尽致 故事没有结局,2018-07-21,5.0,南通,TUAN想NI爱
还行，肖斯塔科维奇很棒。,2018-07-21,4.5,亳州,jewel3223
嗯 很姜文 不大众,2018-07-21,3.0,北京,汇琰
严肃中带着幽默,2018-07-21,5.0,北京,MlA309826829
不错！挺好看！,2018-07-21,5.0,阜宁,Krz192990611
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
一般般 啊哈哈 哈哈,2018-07-21,4.0,深圳,leeguanjun530
剧情扑朔迷离 姜文导演的特点发挥的淋漓尽致 故事没有结局,2018-07-21,5.0,南通,TUAN想NI爱
还行，肖斯塔科维奇很棒。,2018-07-21,4.5,亳州,jewel3223
嗯 很姜文 不大众,2018-07-21,3.0,北京,汇琰
严肃中带着幽默,2018-07-21,5.0,北京,MlA309826829
没大看懂！文化程度太底！,2018-07-21,1.0,湛江,wuyunsheng840
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
一般般 啊哈哈 哈哈,2018-07-21,4.0,深圳,leeguanjun530
剧情扑朔迷离 姜文导演的特点发挥的淋漓尽致 故事没有结局,2018-07-21,5.0,南通,TUAN想NI爱
还行，肖斯塔科维奇很棒。,2018-07-21,4.5,亳州,jewel3223
嗯 很姜文 不大众,2018-07-21,3.0,北京,汇琰
严肃中带着幽默,2018-07-21,5.0,北京,MlA309826829
没大看懂！文化程度太底！,2018-07-21,1.0,湛江,wuyunsheng840
觉得不好看大概是因为看不懂里边的梗和讽刺点。学而时习之，不亦说乎,2018-07-21,5.0,包头,齐
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
一般般 啊哈哈 哈哈,2018-07-21,4.0,深圳,leeguanjun530
剧情扑朔迷离 姜文导演的特点发挥的淋漓尽致 故事没有结局,2018-07-21,5.0,南通,TUAN想NI爱
还行，肖斯塔科维奇很棒。,2018-07-21,4.5,亳州,jewel3223
嗯 很姜文 不大众,2018-07-21,3.0,北京,汇琰
严肃中带着幽默,2018-07-21,5.0,北京,MlA309826829
没大看懂！文化程度太底！,2018-07-21,1.0,湛江,wuyunsheng840
觉得不好看大概是因为看不懂里边的梗和讽刺点。学而时习之，不亦说乎,2018-07-21,5.0,包头,齐
乱七八糟 稀里糊涂 逻辑不明 叙事不清 跳梁小丑 靠彭于晏的脸和身材也撑不起这部电影,2018-07-21,0.5,开封,Ezzzzzi
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
一般般 啊哈哈 哈哈,2018-07-21,4.0,深圳,leeguanjun530
剧情扑朔迷离 姜文导演的特点发挥的淋漓尽致 故事没有结局,2018-07-21,5.0,南通,TUAN想NI爱
还行，肖斯塔科维奇很棒。,2018-07-21,4.5,亳州,jewel3223
嗯 很姜文 不大众,2018-07-21,3.0,北京,汇琰
严肃中带着幽默,2018-07-21,5.0,北京,MlA309826829
没大看懂！文化程度太底！,2018-07-21,1.0,湛江,wuyunsheng840
觉得不好看大概是因为看不懂里边的梗和讽刺点。学而时习之，不亦说乎,2018-07-21,5.0,包头,齐
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
一般般 啊哈哈 哈哈,2018-07-21,4.0,深圳,leeguanjun530
剧情扑朔迷离 姜文导演的特点发挥的淋漓尽致 故事没有结局,2018-07-21,5.0,南通,TUAN想NI爱
还行，肖斯塔科维奇很棒。,2018-07-21,4.5,亳州,jewel3223
嗯 很姜文 不大众,2018-07-21,3.0,北京,汇琰
严肃中带着幽默,2018-07-21,5.0,北京,MlA309826829
没大看懂！文化程度太底！,2018-07-21,1.0,湛江,wuyunsheng840
觉得不好看大概是因为看不懂里边的梗和讽刺点。学而时习之，不亦说乎,2018-07-21,5.0,包头,齐
给三分，其中***一分辛苦分，拍得可***太好了！70%的时间我都是黑人❓逻辑呢？？呢？呢。,2018-07-21,0.5,贵阳,Qiakema
恶心……恶心……恶心……恶心……,2018-07-21,1.0,衢州,hng573037482
一b吊遭什么玩意,2018-07-21,2.5,南京,星空遥翰
挺好的，黑色幽默，讽刺有意思,2018-07-21,4.5,锦州,zEd140628946
满分，就是喜欢这么姜文的片子,2018-07-21,5.0,防城港,IPO44
动作戏比较好，剧情比较大众。,2018-07-21,1.5,长沙,周张智
期望越大失望越大，没有看到曾经的姜文。,2018-07-21,3.0,东莞,轻描淡写991
垃圾片，被评分骗了,2018-07-21,0.5,成都,PfZ261603640
一般般 啊哈哈 哈哈,2018-07-21,4.0,深圳,leeguanjun530
